upc,wmt_item_nbr,Each_dim_x,Each_dim_y,Each_dim_z,weight_per_unit,whpk_qty,case_qty
1111161011,1111161011,7.25,4.13,2.50,1.52,12.00,106
7874212406,7874212406,7.00,4.50,2.50,0.44,12.00,138
3120000413,3120000413,9.38,7.63,4.00,1.53,4.00,134
4561100204,4561100204,4.00,3.00,3.00,2.00,3.00,31
3600047927,3600047927,17.00,9.44,5.70,3.70,2.00,41
2700039007,2700039007,3.00,2.61,2.60,0.63,24.00,11
3700088707,3700088707,9.50,8.00,4.50,1.60,3.00,131
7447128996,7447128996,7.38,5.55,3.72,0.89,4.00,50
85843800507,85843800507,5.00,3.00,2.00,0.31,3.00,110
32878599821,32878599821,4.00,3.00,3.00,2.00,3.00,123
68113169993,68113169993,8.13,4.00,2.44,1.56,4.00,65
68113123450,68113123450,4.45,2.50,2.50,0.54,3.00,40
7007460750,7007460750,4.73,4.06,4.06,1.16,3.00,34
2800046631,2800046631,7.45,3.85,3.35,1.43,6.00,83
2550000080,2550000080,7.77,3.99,3.99,0.95,6.00,15
2240039371,2240039371,9.25,3.06,3.06,1.98,6.00,104
68113111148,68113111148,3.48,1.86,1.86,1.00,3.00,135
7574106006,7574106006,10.25,10.25,8.50,5.15,1.00,113
30045013724,30045013724,4.05,3.46,0.75,0.06,6.00,125
7467664631,7467664631,4.00,3.00,3.00,2.00,2.00,129
7874210132,7874210132,10.00,6.20,2.60,0.58,12.00,11
30573245114,30573245114,4.25,3.50,1.75,0.40,4.00,121
7874236982,7874236982,2.69,2.69,2.00,0.14,24.00,15
3770032739,3770032739,10.38,10.38,5.25,4.26,3.00,76
4300000488,4300000488,4.21,2.86,2.68,9.00,8.00,58
30997869511,30997869511,6.25,3.50,2.00,0.45,3.00,69
68113106516,68113106516,11.20,7.70,4.70,2.40,2.00,132
7940042653,7940042653,5.70,2.70,2.20,0.60,3.00,20
3000006211,3000006211,12.70,8.10,2.80,1.30,10.00,23
68113183716,68113183716,4.50,3.50,3.50,0.70,1.00,72
3120020299,3120020299,10.88,6.14,4.72,7.25,6.00,57
36373644305,36373644305,7.00,5.13,1.44,0.07,3.00,1
5100001151,5100001151,4.06,2.69,2.69,0.66,12.00,80
3700074084,3700074084,7.70,2.70,2.70,1.10,2.00,13
4150080505,4150080505,9.41,3.34,3.34,2.43,6.00,61
3800014363,3800014363,12.61,7.56,2.30,1.35,8.00,28
5000058664,5000058664,8.00,7.50,5.50,6.10,1.00,5
68113123604,68113123604,9.36,4.65,4.03,3.89,4.00,149
5150024177,5150024177,5.70,3.50,3.50,1.90,10.00,137
3160403158,3160403158,5.45,3.06,3.06,0.76,2.00,141
2400001062,2400001062,4.69,4.06,4.06,2.17,6.00,140
2700048814,2700048814,7.63,4.50,4.50,3.17,6.00,5
32878573000,32878573000,8.00,5.50,2.50,0.50,1.00,100
69702910116,69702910116,8.00,2.75,2.75,1.19,3.00,98
3700094600,3700094600,12.91,11.77,3.11,8.88,5.00,4
5000001011,5000001011,3.90,2.95,2.95,0.93,24.00,147
68113106455,68113106455,15.00,11.00,5.63,4.85,2.00,127
68113108712,68113108712,5.20,3.00,3.00,0.50,2.00,49
30065035610,30065035610,7.00,2.56,2.56,0.72,6.00,61
32420869760,32420869760,4.25,2.25,2.25,0.18,3.00,75
3700075614,3700075614,9.45,9.33,7.95,7.92,1.00,33
7940024407,7940024407,5.70,3.00,2.50,0.60,6.00,107
38137003572,38137003572,6.00,2.19,1.20,0.31,3.00,81
7214063382,7214063382,4.90,2.30,1.60,3.20,3.00,112
38151906403,38151906403,6.50,4.61,2.32,1.23,4.00,102
68113111974,68113111974,10.00,7.25,0.39,0.40,3.00,126
4650074678,4650074678,13.50,10.44,5.63,2.75,5.00,111
3890004170,3890004170,6.25,3.75,3.25,1.25,6.00,98
68113112980,68113112980,2.80,1.81,1.80,4.80,3.00,29
3700073753,3700073753,9.31,4.16,2.58,2.25,4.00,33
1600026316,1600026316,8.00,7.50,5.00,0.50,12.00,4
9109382245,9109382245,8.75,8.00,1.75,0.75,3.00,139
3700074108,3700074108,5.87,3.54,3.18,0.54,3.00,34
68113106458,68113106458,16.50,11.75,6.00,4.55,2.00,112
4203710479,4203710479,4.19,3.00,2.06,0.15,4.00,93
1254744019,1254744019,8.72,1.90,0.79,0.04,6.00,130
3700042041,3700042041,10.12,9.13,4.88,1.60,6.00,74
5000055121,5000055121,8.00,3.25,3.25,2.60,2.00,67
3700077969,3700077969,6.02,1.93,1.61,0.31,6.00,78
4116741238,4116741238,4.32,2.98,1.21,0.08,4.00,17
81483201062,81483201062,8.30,6.90,3.75,0.79,6.00,46
76687800192,76687800192,8.86,2.13,0.88,0.05,6.00,123
3663207113,3663207113,8.63,6.75,5.35,7.09,1.00,149
36842920102,36842920102,2.50,2.00,2.00,0.13,3.00,81
3700057468,3700057468,5.06,2.87,2.25,0.58,3.00,144
68113103927,68113103927,4.55,2.83,1.09,0.07,6.00,140
3320001110,3320001110,4.63,3.56,2.00,1.05,24.00,2
30573015475,30573015475,5.00,2.50,2.50,0.33,3.00,123
5310033843,5310033843,8.30,3.00,1.50,0.05,6.00,112
7874209271,7874209271,6.44,4.50,3.63,0.01,4.00,5
1411391254,1411391254,9.09,6.02,3.00,0.75,5.00,41
1500007035,1500007035,7.00,4.05,2.85,0.63,6.00,1
85219000506,85219000506,5.70,3.70,3.70,0.69,2.00,76
3500049862,3500049862,11.50,5.00,3.00,3.60,6.00,9
9955515171,9955515171,7.70,7.61,5.83,0.60,4.00,34
1204401572,1204401572,5.40,2.62,1.00,0.45,3.00,134
7874237134,7874237134,5.75,5.50,1.00,1.03,12.00,130
68113105703,68113105703,3.75,2.10,2.10,0.01,3.00,49
6905588674,6905588674,9.94,5.94,3.94,1.13,1.00,52
5000038825,5000038825,9.00,6.50,6.00,0.70,6.00,44
7007466954,7007466954,4.56,4.06,4.06,1.15,6.00,148
31254730671,31254730671,10.44,4.35,4.31,2.83,6.00,79
81000718059,81000718059,4.30,3.25,2.50,0.78,3.00,29
7874243588,7874243588,3.55,1.86,1.86,0.15,3.00,77
68113117145,68113117145,5.00,3.00,1.75,0.10,2.00,128
3500045072,3500045072,11.00,3.75,2.50,2.30,9.00,140
4010001787,4010001787,3.50,3.00,3.00,0.60,8.00,59
3160404066,3160404066,5.00,2.50,2.50,0.40,3.00,27
7874212827,7874212827,8.38,4.05,4.05,3.84,6.00,52
69212103519,69212103519,6.50,4.00,1.25,0.22,2.00,45
68113117814,68113117814,5.25,4.38,2.70,0.60,3.00,28
68113100222,68113100222,4.75,2.30,2.30,0.33,3.00,21
68113115728,68113115728,5.51,2.87,2.87,0.13,3.00,66
68113100050,68113100050,4.78,2.72,2.72,0.41,3.00,78
30299392716,30299392716,7.38,3.87,2.17,1.25,3.00,143
7050102700,7050102700,7.06,2.76,1.69,0.60,3.00,98
7874206218,7874206218,4.00,4.00,2.25,0.78,12.00,59
31011905611,31011905611,4.00,3.00,3.00,2.00,4.00,2
32994300215,32994300215,3.50,1.75,1.26,0.10,6.00,58
4116563033,4116563033,12.00,8.20,4.20,1.40,8.00,106
3400030570,3400030570,7.75,7.10,4.55,7.80,6.00,50
1600040982,1600040982,12.00,9.75,0.60,1.05,12.00,144
68113112903,68113112903,10.00,2.25,1.65,0.34,4.00,124
2800084909,2800084909,5.15,3.65,1.90,0.16,8.00,142
5000050037,5000050037,7.20,4.85,4.70,2.16,2.00,111
1480000082,1480000082,9.13,3.33,3.03,0.25,12.00,90
30573070130,30573070130,3.75,3.00,0.63,0.08,12.00,52
4858251201,4858251201,5.00,1.50,1.20,0.13,6.00,130
68113106072,68113106072,5.52,2.81,1.00,0.04,3.00,123
68113105711,68113105711,3.50,1.86,1.86,0.01,3.00,5
834678020,834678020,10.30,7.55,5.30,7.15,3.00,128
88949711888,88949711888,10.00,3.70,3.00,4.50,8.00,30
7214063482,7214063482,9.20,3.20,1.80,1.10,3.00,98
7910051152,7910051152,10.30,6.80,5.70,10.32,1.00,8
3500045461,3500045461,8.72,2.05,0.91,0.13,6.00,70
7874206662,7874206662,3.50,2.00,1.12,0.10,12.00,55
68113131264,68113131264,4.70,2.50,2.50,0.50,3.00,117
1150906508,1150906508,4.50,3.63,1.47,0.02,4.00,15
3320018013,3320018013,8.40,3.75,1.50,0.88,6.00,93
7007467437,7007467437,4.37,3.70,3.56,0.91,6.00,15
7874235307,7874235307,9.50,7.50,2.25,0.94,12.00,94
83249204667,83249204667,6.00,2.50,2.50,0.75,3.00,114
6233800230,6233800230,10.63,4.75,2.38,1.62,6.00,51
7232011017,7232011017,8.76,6.50,5.50,1.20,4.00,23
7874249908,7874249908,4.25,2.00,2.00,0.35,3.00,93
3700074093,3700074093,9.72,4.13,2.20,1.72,10.00,25
2120047531,2120047531,6.00,4.50,3.00,0.31,4.00,30
61300872815,61300872815,10.75,8.06,5.13,10.10,1.00,131
2100004690,2100004690,7.25,2.14,2.14,0.90,12.00,56
81652601001,81652601001,3.43,2.50,1.75,0.10,6.00,87
38137116262,38137116262,9.50,3.50,1.70,1.30,3.00,48
8000051648,8000051648,6.75,5.00,3.50,3.10,6.00,11
4116741251,4116741251,4.50,3.20,1.70,0.10,6.00,22
70592810008,70592810008,6.00,3.25,2.50,0.68,4.00,6
38137004708,38137004708,3.98,2.77,1.45,0.05,5.00,4
2120047529,2120047529,6.00,5.05,3.00,0.40,4.00,128
36382493908,36382493908,5.28,3.63,1.88,0.25,2.00,43
3800013841,3800013841,9.19,3.13,3.13,0.42,19.00,98
3160404070,3160404070,5.13,2.63,2.63,0.34,3.00,117
88491229801,88491229801,20.50,10.75,3.00,2.55,6.00,121
7007466544,7007466544,9.75,9.50,5.69,10.55,1.00,127
30023663010,30023663010,3.50,1.75,1.13,0.07,6.00,36
66358000002,66358000002,6.25,3.25,1.75,0.19,3.00,1
2819000309,2819000309,6.94,4.50,3.25,1.88,6.00,41
31254723850,31254723850,4.38,3.25,1.13,0.06,6.00,146
30068041830,30068041830,8.00,3.25,3.25,2.10,2.00,70
4203700034,4203700034,4.31,1.88,1.19,0.13,4.00,5
4114302874,4114302874,6.03,4.03,4.03,1.74,12.00,150
31011904305,31011904305,6.63,5.13,2.56,1.93,2.00,137
36382400820,36382400820,5.20,3.50,0.70,0.10,4.00,85
1920089952,1920089952,10.63,5.00,2.70,2.00,4.00,41
5844977180,5844977180,9.00,6.75,3.00,0.75,6.00,92
30766749115,30766749115,5.50,5.00,2.00,0.49,1.00,4
38137117549,38137117549,5.99,3.16,0.66,0.05,6.00,99
2570070809,2570070809,10.64,4.49,3.02,2.34,8.00,1
4138792985,4138792985,8.20,8.20,5.00,4.80,6.00,86
88679073893,88679073893,6.13,2.75,2.75,0.33,3.00,150
2700050015,2700050015,5.20,3.20,3.20,1.70,12.00,106
1600015191,1600015191,12.55,9.40,2.50,1.19,12.00,37
63748000683,63748000683,9.38,6.00,5.00,6.42,1.00,111
68113100184,68113100184,5.00,3.12,1.81,0.28,3.00,74
30766784560,30766784560,5.00,5.00,5.00,0.50,1.00,60
7874227670,7874227670,11.60,6.28,3.27,4.72,6.00,6
6905587662,6905587662,8.70,4.20,3.20,0.80,3.00,1
4110000702,4110000702,6.13,2.38,1.50,0.29,6.00,137
71683729125,71683729125,4.19,2.17,2.17,0.17,3.00,79
7214001150,7214001150,9.00,3.00,2.00,1.25,3.00,51
88591161069,88591161069,15.79,5.34,4.55,1.75,2.00,131
6025842432,6025842432,9.19,5.31,2.31,1.11,6.00,134
3700078789,3700078789,7.20,5.67,1.50,1.03,4.00,118
31284355565,31284355565,3.56,2.13,1.66,0.18,3.00,40
5480003234,5480003234,7.28,5.12,1.26,0.57,12.00,146
68113117811,68113117811,4.38,2.75,2.00,0.14,3.00,85
73528210062,73528210062,12.00,9.00,0.56,0.25,3.00,36
60265218665,60265218665,7.00,6.00,2.40,1.20,6.00,146
1111161015,1111161015,12.50,7.81,7.25,1.64,12.00,83
2550081123,2550081123,7.19,5.22,4.50,0.68,6.00,124
2400016729,2400016729,4.44,3.00,3.00,0.95,12.00,46
7940002645,7940002645,9.75,4.00,2.50,2.40,4.00,104
3270099393,3270099393,8.63,4.75,3.50,0.22,3.00,71
7874205972,7874205972,8.38,5.50,2.88,1.58,12.00,28
68113102405,68113102405,3.88,3.25,1.00,0.08,6.00,77
38137115078,38137115078,5.98,3.94,1.73,0.22,3.00,22
3600051661,3600051661,12.00,11.94,9.38,5.10,1.00,64
4116708010,4116708010,5.56,4.25,1.44,0.19,4.00,112
2899505214,2899505214,8.10,3.90,2.80,2.30,3.00,92
1480021086,1480021086,9.00,3.50,3.00,1.60,12.00,120
30521069100,30521069100,4.24,4.19,3.07,1.01,6.00,97
38137117210,38137117210,9.80,7.01,3.30,1.19,6.00,140
4203710284,4203710284,4.75,3.13,1.31,0.18,6.00,130
68113112979,68113112979,4.75,2.56,1.38,0.20,3.00,150
4116706638,4116706638,8.50,3.13,2.13,0.06,3.00,150
68113128025,68113128025,6.95,2.50,1.15,0.19,3.00,48
3800018818,3800018818,20.00,9.50,3.50,2.23,6.00,137
30766739330,30766739330,6.01,3.04,2.37,1.02,4.00,31
1500007052,1500007052,8.50,5.20,3.20,1.20,6.00,139
4116705835,4116705835,5.90,2.06,2.06,0.38,4.00,48
5310038480,5310038480,6.56,1.72,1.42,0.25,6.00,83
3000005620,3000005620,9.75,4.16,2.77,1.50,12.00,123
3700055535,3700055535,7.09,1.89,1.50,0.04,12.00,58
31254662229,31254662229,9.25,6.50,1.50,0.52,12.00,121
3010010874,3010010874,9.00,8.00,2.44,1.52,12.00,36
38137003991,38137003991,4.88,1.88,1.06,0.08,6.00,88
1111173011,1111173011,7.25,4.13,2.50,1.52,9.00,66
7874236966,7874236966,9.34,3.36,3.36,2.00,9.00,100
68113115683,68113115683,3.50,1.90,1.90,0.06,3.00,138
30573176913,30573176913,4.75,2.50,2.50,0.34,3.00,86
7874223598,7874223598,5.74,3.76,3.74,0.40,6.00,106
6905512671,6905512671,9.45,2.16,1.34,0.18,4.00,16
7092047651,7092047651,7.63,7.13,5.00,2.87,4.00,82
4711360902,4711360902,7.50,5.13,2.63,2.16,3.00,39
7214001243,7214001243,9.45,3.27,1.97,1.10,3.00,30
1111161117,1111161117,7.24,4.10,2.50,1.10,12.00,150
69736600175,69736600175,10.00,7.00,7.00,2.00,3.00,7
2700050006,2700050006,5.31,3.44,3.44,1.68,12.00,81
38137003658,38137003658,4.88,3.50,1.13,0.10,6.00,19
4714405602,4714405602,3.25,2.31,1.13,0.04,3.00,137
30045013408,30045013408,6.00,2.15,2.15,0.33,3.00,129
3700010750,3700010750,11.96,9.09,4.56,8.78,4.00,128
31284339325,31284339325,8.20,4.00,2.50,2.20,3.00,90
1500093758,1500093758,7.85,6.15,6.15,0.37,2.00,53
4116705820,4116705820,5.25,4.00,1.50,0.25,4.00,102
7874234925,7874234925,8.50,6.00,3.25,1.03,4.00,148
31011902090,31011902090,3.50,1.75,1.00,0.50,6.00,66
3700090397,3700090397,6.06,1.93,1.61,0.31,6.00,127
68113100252,68113100252,3.00,3.00,1.50,0.10,6.00,101
69702921104,69702921104,7.50,2.75,1.75,0.40,3.00,15
3120002312,3120002312,10.50,4.20,3.50,4.30,8.00,61
1380323339,1380323339,3.90,3.30,2.10,0.10,3.00,68
2052596098,2052596098,5.06,3.00,1.81,0.11,3.00,149
7965600008,7965600008,8.03,2.67,2.67,1.14,3.00,86
3940001970,3940001970,5.70,3.50,3.50,1.90,12.00,92
7073405316,7073405316,5.50,3.00,2.50,0.15,6.00,82
76172005848,76172005848,14.62,9.16,6.73,19.16,2.00,28
8768400511,8768400511,11.25,9.50,5.56,13.16,1.00,41
64384371451,64384371451,5.70,4.50,4.50,3.30,3.00,73
7874209522,7874209522,10.75,7.42,2.50,1.65,8.00,44
5200033995,5200033995,6.00,5.00,5.00,3.40,3.00,102
68142102003,68142102003,3.75,2.94,0.88,0.03,6.00,83
31254723722,31254723722,6.37,3.62,0.75,0.05,6.00,118
1600019428,1600019428,8.70,4.20,2.50,0.80,8.00,54
5000029489,5000029489,14.00,10.20,3.20,9.50,2.00,121
1111107973,1111107973,9.50,3.59,2.31,1.48,4.00,50
85843800581,85843800581,5.50,2.60,2.60,0.72,4.00,32
68113115801,68113115801,6.38,2.00,2.00,0.40,4.00,14
1600044511,1600044511,8.37,4.93,3.00,0.66,4.00,121
1258770441,1258770441,12.38,2.50,2.50,0.36,12.00,118
3160403175,3160403175,3.63,2.00,2.00,0.23,3.00,52
1700008239,1700008239,5.40,2.60,2.00,0.70,3.00,54
30081073087,30081073087,4.88,3.50,1.13,0.10,6.00,19
31254717157,31254717157,4.00,3.00,3.00,2.00,6.00,104
68113167892,68113167892,3.48,1.86,1.86,0.05,3.00,33
7910050960,7910050960,7.72,4.82,4.61,1.90,2.00,54
38137003670,38137003670,8.17,2.09,2.09,0.59,3.00,77
60538862807,60538862807,5.12,3.17,3.17,0.39,3.00,104
3160403171,3160403171,4.25,2.00,2.00,0.09,3.00,113
30132000211,30132000211,4.50,2.75,0.75,0.01,3.00,86
4116758002,4116758002,4.70,4.70,1.20,0.20,4.00,112
31015805308,31015805308,5.94,4.00,3.13,0.68,6.00,11
68113105404,68113105404,3.25,1.63,1.63,0.20,3.00,37
5113191382,5113191382,6.00,3.50,1.33,0.18,3.00,44
3000031793,3000031793,7.88,4.75,3.00,0.76,6.00,64
68113122842,68113122842,4.88,2.75,1.63,0.13,6.00,2
32586655307,32586655307,4.06,2.00,1.50,0.10,3.00,100
88949700017,88949700017,10.34,4.63,3.65,4.00,8.00,6
7560904153,7560904153,6.31,2.38,1.75,0.51,3.00,115
1500093799,1500093799,8.45,8.45,4.50,0.88,2.00,56
7874225983,7874225983,6.50,4.00,3.75,1.63,6.00,2
73112400007,73112400007,5.82,2.06,2.00,0.19,3.00,48
2460001003,2460001003,5.50,3.38,3.38,1.73,24.00,99
7502007296,7502007296,9.33,6.81,2.56,0.90,2.00,118
3076851297,3076851297,5.70,5.70,3.00,0.70,3.00,134
7007464760,7007464760,9.75,7.00,6.00,0.65,1.00,143
3320015029,3320015029,8.60,3.40,2.30,2.00,6.00,36
60308420971,60308420971,9.30,2.08,2.08,0.52,3.00,107
2100005718,2100005718,6.25,5.69,4.62,2.83,8.00,100
7874215152,7874215152,8.37,3.63,2.25,2.13,8.00,110
68113100071,68113100071,8.00,7.50,4.50,5.00,4.00,125
31015808025,31015808025,4.50,3.00,0.88,0.06,6.00,111
2700050011,2700050011,5.31,3.44,3.44,1.68,12.00,148
7685572059,7685572059,7.20,3.00,1.20,0.20,3.00,148
5150024136,5150024136,5.50,4.05,2.90,0.88,6.00,20
7874215810,7874215810,9.40,6.00,5.50,4.30,4.00,53
7874235253,7874235253,15.50,10.00,2.20,10.00,4.00,28
5440000004,5440000004,8.75,2.25,2.25,1.64,12.00,59
68113103877,68113103877,8.87,2.43,1.25,0.05,6.00,6
2240055498,2240055498,9.19,6.31,3.19,2.10,4.00,107
2685187039,2685187039,5.74,3.13,3.13,0.77,3.00,26
72312215024,72312215024,5.01,2.00,2.00,0.10,2.00,120
5000086996,5000086996,8.00,5.20,3.20,2.60,2.00,117
5100018064,5100018064,4.00,4.00,3.31,0.98,8.00,115
68113107850,68113107850,3.50,2.00,2.00,0.20,3.00,51
3700024628,3700024628,2.75,1.25,0.54,0.25,12.00,143
3444988909,3444988909,13.39,3.94,3.15,1.85,2.00,99
6905512519,6905512519,8.66,2.36,0.71,0.05,6.00,1
2550020536,2550020536,6.47,6.47,5.28,1.83,6.00,58
60538862809,60538862809,3.50,1.70,1.70,0.10,3.00,114
68113112976,68113112976,4.00,3.25,2.00,0.19,3.00,3
7418245993,7418245993,9.36,5.51,3.07,3.47,6.00,78
4010000721,4010000721,3.24,2.77,2.77,0.59,8.00,146
5150060441,5150060441,7.20,5.40,1.50,1.34,12.00,47
2460001093,2460001093,6.50,2.63,2.63,1.20,6.00,30
1600043980,1600043980,5.87,5.50,1.56,0.46,12.00,143
5100019625,5100019625,6.32,5.18,4.25,3.38,4.00,30
5800014071,5800014071,9.02,1.97,0.98,0.10,6.00,61
2900001903,2900001903,5.70,4.20,4.20,1.30,6.00,30
2260028001,2260028001,5.00,2.50,1.60,0.20,3.00,75
7874201316,7874201316,5.50,4.70,2.50,0.30,6.00,63
68113128720,68113128720,5.31,2.89,2.89,0.57,3.00,60
72277623001,72277623001,9.50,7.50,2.50,2.21,4.00,37
38137101842,38137101842,7.98,3.00,1.88,0.50,3.00,104
7874227730,7874227730,4.70,3.50,3.50,1.40,8.00,72
2310011437,2310011437,8.50,8.00,6.50,6.50,1.00,150
38137117741,38137117741,8.75,4.13,2.11,1.41,3.00,8
3076833049,3076833049,4.75,3.50,3.50,0.17,3.00,33
2550000518,2550000518,8.73,6.44,6.44,3.50,6.00,74
30573284301,30573284301,5.06,2.50,1.13,0.10,3.00,127
85538000428,85538000428,8.43,2.09,2.09,0.57,6.00,129
60265218400,60265218400,6.50,5.40,1.90,7.36,6.00,103
1600015535,1600015535,12.55,9.40,2.50,1.00,6.00,27
2052512190,2052512190,5.35,2.88,2.88,0.53,3.00,125
7287850523,7287850523,5.00,2.50,2.50,0.97,12.00,131
7874237137,7874237137,5.75,5.50,1.13,1.05,12.00,141
5150000692,5150000692,5.12,2.94,2.94,1.65,12.00,128
1480000184,1480000184,7.11,4.58,4.58,3.07,8.00,16
